,eu_state,origin_country,origin_consulate,visas_applied,visas_issued,visas_not_issued,year,visa_refusal_rate
1602,Sweden,KENYA,NAIROBI,272.0,116.0,163.0,2020,0.5842293906810035
1603,Sweden,LEBANON,BEIRUT,528.0,211.0,328.0,2020,0.608534322820037
1604,Sweden,LIBERIA,MONROVIA,105.0,99.0,0.0,2020,0.0
1605,Sweden,MOROCCO,RABAT,658.0,289.0,364.0,2020,0.557427258805513
1606,Sweden,NIGERIA,ABUJA,993.0,170.0,836.0,2020,0.831013916500994
1607,Sweden,NORTH KOREA,PYONGYANG,1.0,1.0,0.0,2020,0.0
1608,Sweden,NORTH MACEDONIA,SKOPJE,2274.0,15.0,658.0,2020,0.9777117384843982
1609,Sweden,PAKISTAN,ISLAMABAD,694.0,277.0,330.0,2020,0.5436573311367381
1610,Sweden,ROMANIA,BUCHAREST,52.0,49.0,3.0,2020,0.057692307692307696
1611,Sweden,RUSSIAN FEDERATION,MOSCOW,3854.0,2645.0,150.0,2020,0.05366726296958855
1612,Sweden,SAUDI ARABIA,RIYADH,346.0,283.0,66.0,2020,0.18911174785100288
1613,Sweden,SERBIA,BELGRADE,6.0,6.0,0.0,2020,0.0
1614,Sweden,SOUTH AFRICA,PRETORIA,646.0,601.0,31.0,2020,0.0490506329113924
1615,Sweden,SOUTH KOREA,SEOUL,35.0,26.0,6.0,2020,0.1875
1616,Sweden,SPAIN,MADRID,10.0,0.0,0.0,2020,
1617,Sweden,SUDAN,KHARTOUM,118.0,79.0,17.0,2020,0.17708333333333334
1618,Sweden,TANZANIA,DAR ES SALAAM,283.0,217.0,29.0,2020,0.11788617886178862
1619,Sweden,THAILAND,BANGKOK,5283.0,4193.0,1087.0,2020,0.20587121212121212
1620,Sweden,TURKEY,ISTANBUL,3560.0,2703.0,959.0,2020,0.2618787547788094
1621,Sweden,UKRAINE,KYIV,23.0,24.0,5.0,2020,0.1724137931034483
1622,Sweden,UNITED ARAB EMIRATES,ABU DHABI,624.0,469.0,170.0,2020,0.26604068857589985
1623,Sweden,UNITED KINGDOM,LONDON,1659.0,1609.0,20.0,2020,0.012277470841006752
1624,Sweden,USA,"WASHINGTON, DC",535.0,501.0,48.0,2020,0.08743169398907104
1625,Sweden,ZAMBIA,LUSAKA,567.0,476.0,69.0,2020,0.12660550458715597
1626,Switzerland,ALGERIA,ALGIERS,669.0,418.0,240.0,2020,0.364741641337386
1627,Switzerland,ARGENTINA,BUENOS AIRES,10.0,10.0,0.0,2020,0.0
1628,Switzerland,AUSTRALIA,SYDNEY,172.0,170.0,2.0,2020,0.011627906976744186
1629,Switzerland,AUSTRIA,VIENNA,259.0,256.0,0.0,2020,0.0
1630,Switzerland,AZERBAIJAN,BAKU,271.0,243.0,24.0,2020,0.0898876404494382
1631,Switzerland,BANGLADESH,DHAKA,305.0,203.0,97.0,2020,0.3233333333333333
1632,Switzerland,BRAZIL,RIO DE JANEIRO,7.0,6.0,1.0,2020,0.14285714285714285
1633,Switzerland,BRAZIL,SAO PAULO,18.0,15.0,3.0,2020,0.16666666666666666
1634,Switzerland,CAMEROON,YAONDE,272.0,142.0,130.0,2020,0.47794117647058826
1635,Switzerland,CANADA,MONTREAL,264.0,252.0,9.0,2020,0.034482758620689655
1636,Switzerland,CANADA,OTTAWA,3.0,3.0,0.0,2020,0.0
1637,Switzerland,CANADA,VANCOUVER,447.0,439.0,7.0,2020,0.01569506726457399
1638,Switzerland,CHILE,SANTIAGO DE CHILE,7.0,7.0,0.0,2020,0.0
1639,Switzerland,CHINA,BEIJING,2435.0,2300.0,134.0,2020,0.05505341002465078
1640,Switzerland,CHINA,GUANGZHOU (CANTON),1054.0,1026.0,27.0,2020,0.02564102564102564
1641,Switzerland,CHINA,SHANGHAI,2645.0,2614.0,29.0,2020,0.010972379871358306
1642,Switzerland,COLOMBIA,BOGOTA,12.0,12.0,0.0,2020,0.0
1643,Switzerland,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,229.0,149.0,72.0,2020,0.3257918552036199
1644,Switzerland,COSTA RICA,SAN JOSE,6.0,6.0,0.0,2020,0.0
1645,Switzerland,COTE D'IVOIRE,ABIDJAN,392.0,304.0,78.0,2020,0.20418848167539266
1646,Switzerland,CUBA,HAVANA,173.0,118.0,55.0,2020,0.3179190751445087
1647,Switzerland,DOMINICAN REPUBLIC,SANTO DOMINGO,295.0,194.0,99.0,2020,0.3378839590443686
1648,Switzerland,ECUADOR,QUITO,344.0,326.0,18.0,2020,0.05232558139534884
1649,Switzerland,EGYPT,CAIRO,1048.0,903.0,116.0,2020,0.11383709519136408
1650,Switzerland,ETHIOPIA,ADDIS ABEBA,233.0,203.0,16.0,2020,0.0730593607305936
1651,Switzerland,GEORGIA,TBILISSI,29.0,26.0,3.0,2020,0.10344827586206896
1652,Switzerland,GERMANY,FRANKFURT/MAIN,2.0,2.0,0.0,2020,0.0
1653,Switzerland,GERMANY,STUTTGART,6.0,5.0,0.0,2020,0.0
1654,Switzerland,GHANA,ACCRA,710.0,404.0,306.0,2020,0.4309859154929577
1655,Switzerland,GREECE,ATHENS,3.0,0.0,1.0,2020,1.0
1656,Switzerland,HONG KONG S.A.R.,HONG KONG,158.0,154.0,4.0,2020,0.02531645569620253
1657,Switzerland,INDIA,NEW DELHI,21825.0,20069.0,1737.0,2020,0.07965697514445566
1658,Switzerland,INDONESIA,JAKARTA,2199.0,2164.0,34.0,2020,0.015468607825295723
1659,Switzerland,IRAN,TEHERAN,1835.0,1416.0,405.0,2020,0.22240527182866557
1660,Switzerland,ISRAEL,TEL AVIV,32.0,32.0,0.0,2020,0.0
1661,Switzerland,ITALY,ROME,3.0,3.0,0.0,2020,0.0
1662,Switzerland,JAPAN,TOKYO,142.0,139.0,3.0,2020,0.02112676056338028
1663,Switzerland,JORDAN,AMMAN,453.0,411.0,17.0,2020,0.0397196261682243
1664,Switzerland,KAZAKHSTAN,NUR-SULTAN,654.0,596.0,41.0,2020,0.06436420722135008
1665,Switzerland,KENYA,NAIROBI,718.0,615.0,84.0,2020,0.12017167381974249
1666,Switzerland,KOSOVO,PRISTINA,9732.0,172.0,2548.0,2020,0.9367647058823529
1667,Switzerland,KYRGYZSTAN,BISHKEK,883.0,775.0,108.0,2020,0.12231030577576443
1668,Switzerland,LEBANON,BEIRUT,830.0,720.0,80.0,2020,0.1
1669,Switzerland,MADAGASCAR,ANTANANARIVO,109.0,88.0,21.0,2020,0.1926605504587156
1670,Switzerland,MEXICO,MEXICO CITY,11.0,10.0,1.0,2020,0.09090909090909091
1671,Switzerland,MOROCCO,RABAT,957.0,660.0,296.0,2020,0.30962343096234307
1672,Switzerland,NEPAL,KATHMANDU,402.0,274.0,128.0,2020,0.31840796019900497
1673,Switzerland,NEW ZEALAND,WELLINGTON,34.0,31.0,3.0,2020,0.08823529411764706
1674,Switzerland,NIGERIA,ABUJA,546.0,390.0,143.0,2020,0.2682926829268293
1675,Switzerland,PAKISTAN,ISLAMABAD,723.0,387.0,269.0,2020,0.4100609756097561
1676,Switzerland,PALESTINIAN AUTHORITY,RAMALLAH,107.0,103.0,2.0,2020,0.01904761904761905
1677,Switzerland,PERU,LIMA,16.0,16.0,0.0,2020,0.0
1678,Switzerland,PHILIPPINES,MANILA,1446.0,1350.0,94.0,2020,0.06509695290858726
1679,Switzerland,QATAR,DOHA,1336.0,1236.0,79.0,2020,0.06007604562737642
1680,Switzerland,ROMANIA,BUCHAREST,56.0,56.0,0.0,2020,0.0
1681,Switzerland,RUSSIAN FEDERATION,MOSCOW,4888.0,4752.0,100.0,2020,0.020610057708161583
1682,Switzerland,SAUDI ARABIA,RIYADH,1896.0,1781.0,91.0,2020,0.04861111111111111
1683,Switzerland,SENEGAL,DAKAR,336.0,256.0,74.0,2020,0.22424242424242424
1684,Switzerland,SERBIA,BELGRADE,771.0,730.0,41.0,2020,0.05317769130998703
1685,Switzerland,SINGAPORE,SINGAPORE,486.0,477.0,4.0,2020,0.008316008316008316
1686,Switzerland,SOUTH AFRICA,PRETORIA,1246.0,1219.0,23.0,2020,0.018518518518518517
1687,Switzerland,SOUTH KOREA,SEOUL,56.0,49.0,5.0,2020,0.09259259259259259
1688,Switzerland,SPAIN,BARCELONA,4.0,2.0,0.0,2020,0.0
1689,Switzerland,SRI LANKA,COLOMBO,1350.0,1006.0,311.0,2020,0.23614274867122248
1690,Switzerland,SUDAN,KHARTOUM,129.0,88.0,11.0,2020,0.1111111111111111
1691,Switzerland,TAIWAN,TAIPEI,125.0,125.0,0.0,2020,0.0
1692,Switzerland,TANZANIA,DAR ES SALAAM,196.0,177.0,19.0,2020,0.09693877551020408
1693,Switzerland,THAILAND,BANGKOK,9650.0,9278.0,365.0,2020,0.037851291091983826
1694,Switzerland,TUNISIA,TUNIS,1058.0,755.0,242.0,2020,0.242728184553661
1695,Switzerland,TURKEY,ISTANBUL,4275.0,3683.0,499.0,2020,0.11932089909134386
1696,Switzerland,UKRAINE,KYIV,168.0,157.0,4.0,2020,0.024844720496894408
1697,Switzerland,UNITED ARAB EMIRATES,ABU DHABI,3165.0,2727.0,421.0,2020,0.1337357052096569
1698,Switzerland,UNITED KINGDOM,LONDON,2463.0,2343.0,88.0,2020,0.03619909502262444
1699,Switzerland,USA,"ATLANTA, GA",368.0,364.0,4.0,2020,0.010869565217391304
1700,Switzerland,USA,"NEW YORK, NY",782.0,746.0,14.0,2020,0.018421052631578946
1701,Switzerland,USA,"SAN FRANCISCO, CA",654.0,647.0,5.0,2020,0.007668711656441718
1702,Switzerland,USA,"WASHINGTON, DC",185.0,172.0,7.0,2020,0.03910614525139665
1703,Switzerland,VENEZUELA,CARACAS,2.0,2.0,0.0,2020,0.0
1704,Switzerland,VIETNAM,HO CHI MINH,469.0,439.0,28.0,2020,0.059957173447537475
